A,B,C,D,angle,area,perimeter,defects,label
707.7513634,359.2886903,69.94024345,2512.583753,113.7768095,105,40.62741673,2,Doctor
697.8764936,366.4914384,59.69733505,2382.089065,100.803236,64,31.31370831,2,Doctor
672.7675918,365.2986804,61.357378,2526.713405,103.2378111,34,21.65685415,2,Doctor
693.1218763,353.205044,62.5255413,1991.648288,116.7018176,54,28.48528123,2,Doctor
696.6134202,338.6171724,67.25939857,1837.905762,84.4002362,67,32.48528123,2,Doctor
713.6231697,278.5928097,93.92681042,1902.083513,150.9826045,50,26.48528123,2,Doctor
701.6080683,247.3782523,126.3431669,2018.175847,187.8753702,46,25.65685415,3,Doctor
701.1322975,260.9980769,195.0860375,2480.936566,152.8209707,59,30.48528123,3,Doctor
656.2759967,392.3052051,57.36329501,2751.371442,107.9466003,40,23.65685415,2,Doctor
660.7438084,361.8403442,61.18201952,2582.211449,126.0059598,1.5,5.414213538,2,Doctor
655.994451,354.7759886,66.53491264,2405.168121,88.24299554,1511.5,205.9238799,2,Doctor
659.2331035,255.1051789,219.8920349,2380.881578,229.1964965,690,144.9116873,4,Doctor
647.2444394,358.4143091,58.38523506,1808.184543,98.01586721,1283.5,194.7523066,2,Doctor
658.425412,367.0237006,68.57952657,2365.393954,80.23589574,1757,221.8233742,2,Doctor
658.4263426,351.3180362,75.91939882,2226.397042,70.41040172,2,6,2,Doctor
681.3864267,347.8402388,94.14842799,2721.963323,245.8742068,1396.5,187.7817444,4,Doctor
707.8246671,234.6324951,130.2604708,2106.922425,256.4252049,1290.5,180.1248904,4,Doctor
692.6731836,399.9478781,55.94012619,2140.606218,190.976726,1164.5,162.9533172,3,Doctor
676.3537922,349.6076908,66.38953138,2421.415233,185.4758636,1136.5,169.7817452,3,Doctor
674.4034579,358.1728681,73.24098553,2556.535606,78.41281496,5.5,9.414213538,2,Doctor
679.5293398,348.7384906,50.07834362,2780.615965,125.6008283,1046.5,148.9533174,2,Doctor
682.5099029,335.0045988,78.04617001,2333.116516,210.9999294,55,28.48528123,3,Doctor
678.9795891,332.3795982,46.04407823,2197.938384,119.3128661,65,34.48528123,2,Doctor
671.4700008,369.2414672,58.00863089,2341.517635,116.3353941,67,32.48528123,2,Doctor
679.4374106,361.835134,91.95405634,2292.953804,179.9208084,75,35.31370831,3,Doctor
670.7438318,354.2205345,65.01055434,2098.220124,105.261571,86,37.31370831,2,Doctor
678.693392,362.4284298,64.88498518,2151.584684,107.1294319,70,33.31370831,2,Doctor
665.5010559,236.5008267,180.0800732,2808.077373,231.3327982,66,31.31370831,4,Doctor
669.1411609,281.0599302,169.8252951,3162.89866,207.4452444,91,39.31370831,4,Doctor
643.9506497,185.3541501,265.6890418,2911.043427,279.6871316,99,41.31370831,5,Doctor
636.8120725,257.9930184,202.9207432,2215.812848,183.5647922,87.5,37.89949477,4,Doctor
679.0251464,271.4675589,204.7733245,2358.030424,201.4224606,103,42.14213538,4,Doctor
653.9645743,252.9044538,209.9714925,3061.66708,199.8758486,92,39.31370831,4,Doctor
666.9366947,197.2168574,285.3675242,2538.459985,269.917086,98.5,40.72792184,5,Doctor
672.1368483,271.1119996,187.059311,2355.797648,197.7760218,96.5,40.72792184,4,Doctor
667.9443408,174.6925641,282.834298,2077.3329,278.4446667,84,37.31370831,5,Doctor
668.9450358,237.2508325,267.6904862,2666.477181,278.1059879,100,41.31370831,5,Doctor
668.8828317,188.3949554,301.7017254,2158.856933,290.0857844,88,37.31370831,5,Doctor
661.8660069,160.6266283,326.8073767,2343.853333,253.1256343,111.5,43.55634892,5,Doctor
668.3455303,158.3831284,260.0844173,2345.518101,264.8711364,98,40.14213538,4,Doctor
680.7924726,187.8214434,252.8298512,2343.708744,283.2559706,94.5,38.72792184,4,Doctor
687.73269,198.8072162,245.1243504,2148.573054,294.9714095,99,40.14213538,4,Doctor
691.0237899,168.7131921,263.1822593,1935.649452,278.0101958,104.5,41.55634892,4,Doctor
683.9599746,181.2885964,235.847277,2460.328803,298.7173012,110,42.97056246,4,Doctor
681.6972684,253.0087499,180.6398916,2299.238631,180.6256588,108,42.14213538,3,Doctor
693.1573519,173.5361301,230.2817305,2345.296968,290.8123344,110,42.97056246,4,Doctor
675.4340825,154.8603633,236.963297,2300.09745,297.6020198,107,42.14213538,4,Doctor
676.3116104,174.920357,261.5036269,2366.72542,363.5832265,94,40.14213538,5,Doctor
682.7888343,156.3882842,260.8926473,2652.712534,373.5209933,116,44.97056246,5,Doctor
688.3809945,276.8196262,168.8238882,2233.852253,203.1692923,100.5,40.72792184,3,Doctor
693.453301,162.7544015,234.5673447,2339.953865,293.8204931,94,40.14213538,4,Doctor
675.4843262,158.1380228,232.8098851,2205.560604,298.8968815,97,40.14213538,4,Doctor
691.1328395,163.9165081,232.7736202,2532.950883,283.6749457,98,42.14213538,4,Doctor
688.6708787,167.0717781,238.7481721,2386.656386,290.5787543,105.5,42.72792184,4,Doctor
691.7635204,167.5652647,245.7985902,2493.046078,282.5689536,100.5,42.72792184,4,Doctor
689.731416,165.7468055,246.3877247,2201.184014,298.7413836,90,39.31370831,4,Doctor
687.2992794,155.6939354,229.8233799,2600.468234,300.4776296,103.5,42.72792184,4,Doctor
676.0918094,178.6243819,232.3785219,2481.46261,264.192914,102,42.14213538,4,Doctor
677.8087741,182.009938,244.576154,2195.384414,269.5917263,101.5,42.72792184,4,Doctor
683.7653008,162.626517,235.8048415,2196.495725,286.7523642,106.5,42.72792184,4,Doctor
691.6654595,181.0065139,233.8428767,2001.491153,287.0322229,102.5,40.72792184,4,Doctor
669.1065245,238.3094885,161.6904638,1911.940606,213.606101,83,37.31370831,3,Doctor
692.098323,167.031795,223.4530323,1875.250846,288.5992566,84,37.31370831,4,Doctor
674.9054349,155.3217369,232.1058764,2668.597731,329.9748002,0,0,5,Doctor
670.0246617,264.2096493,184.8869394,2451.194756,231.5175281,91,39.31370831,4,Doctor
692.3344404,170.9145349,242.3119376,2541.150365,292.4857656,76,35.31370831,5,Doctor
646.1385906,229.4756513,246.1132916,2324.178316,147.7925672,91,39.31370831,4,Doctor
665.3733151,161.0362836,267.102419,2445.400466,255.4972958,98,42.14213538,5,Doctor
661.4548164,156.6457693,268.8189168,2840.16065,283.3866646,82,37.31370831,5,Doctor
691.1370812,176.9067772,307.0951069,2871.253993,271.0324352,5,12,5,Doctor
693.719625,170.3723175,244.7845485,2199.229555,329.107495,78,35.31370831,5,Doctor
684.7987835,169.1848103,263.2173981,2258.878887,305.503679,109,44.14213538,5,Doctor
657.6598716,141.764284,301.6268755,1982.174683,257.5140412,97,41.31370831,5,Doctor
688.577554,196.9306897,244.5729462,2338.830716,316.2182186,96.5,40.72792184,5,Doctor
668.3455723,137.6572376,293.41447,2403.432866,271.4486245,98,42.14213538,5,Doctor
670.6747165,134.9656938,277.5540285,2211.547095,293.7922373,100,41.31370831,5,Doctor
666.7800159,166.5173804,255.8493191,2408.144232,324.4683603,91,39.31370831,5,Doctor
680.6003084,239.0800031,184.9329846,2352.311082,230.6524932,104.5,42.72792184,4,Doctor
685.9125069,151.4178777,243.5149631,1989.308897,299.1741577,97.5,40.72792184,4,Doctor
678.1241978,162.2090072,208.7165206,2255.255133,320.9126885,115,44.14213538,4,Doctor
702.5523778,158.7609894,231.0639211,2381.912682,293.1869085,113,44.14213538,4,Doctor
699.9579036,173.7265268,218.7870317,2554.822248,311.6717091,132,47.79898953,4,Doctor
701.7434971,163.3244916,271.6437914,2078.320792,294.9074008,159,50.62741649,4,Doctor
699.2008838,261.3301203,152.3580836,2017.601456,220.0493683,165,51.79898942,3,Doctor
713.3427712,183.1975174,247.1556819,2145.309685,300.8377287,156.5,50.384776,4,Doctor
693.6360803,166.188732,246.0753269,2058.414652,301.8606049,149,47.79898942,4,Doctor
717.2152289,167.291904,264.5860646,1549.514762,291.6347464,0,2,4,Doctor
701.3379324,175.8354506,238.1897426,2616.204038,284.1481772,0,2,4,Doctor
698.9088899,186.1622113,233.5763016,2312.858047,280.3686595,0,4,4,Doctor
694.7139201,134.9806921,254.035403,2146.545764,365.5645463,135,46.97056246,5,Doctor
684.8091587,176.6302066,212.9827573,2191.244753,305.4483248,141.5,48.384776,4,Doctor
669.7449621,150.3890826,256.4339614,2028.805091,274.9848374,134.5,48.384776,4,Doctor
668.9467727,283.7342726,103.6955133,2169.652873,159.4470497,117,44.97056246,2,Doctor
677.944828,157.4348639,246.9876983,2175.287372,290.835707,129,46.97056246,4,Doctor
668.4412649,154.1317792,240.6118578,2038.834904,308.2209581,135.5,48.38477588,4,Doctor
656.0628926,174.1060469,271.8320923,2331.438238,372.1013351,134,46.97056246,6,Doctor
642.7659727,180.7120658,259.918303,2392.11454,279.7907305,125,45.79898953,5,Doctor
644.6818615,176.9713227,306.2919214,2510.566572,274.9575038,120,44.97056246,5,Doctor
629.6428209,250.0676314,146.7503695,2807.822725,173.0415958,121.5,45.55634892,3,Doctor
638.0818081,197.5979814,282.2178705,1880.172398,272.8603381,116,42.97056246,5,Doctor
637.0124036,259.3538453,192.3894739,2202.165214,200.8882585,123,44.97056246,4,Doctor
658.1007701,194.4238631,261.0779886,3081.029731,279.8762582,126.5,46.384776,5,Doctor
642.8346518,181.523867,291.7976393,2514.091533,281.1931186,124,46.97056246,5,Doctor
667.0800301,176.6668404,276.5614252,2512.936341,305.375765,117,44.14213538,5,Doctor
695.6609359,149.2698268,247.2863981,1785.45309,305.4545723,122,46.97056246,4,Doctor
706.8413734,172.9429528,262.7927807,2042.361906,276.8541158,118,44.97056246,4,Doctor
705.2117086,180.2377204,235.7115553,2305.097848,289.4876504,103.5,40.72792184,4,Doctor
690.972877,160.6126701,254.5487074,1817.507746,379.1797232,91,37.31370831,5,Doctor
699.3049471,160.8274735,248.3823343,2204.35686,297.5038996,81,35.31370831,4,Doctor
676.6010743,183.8295642,253.0353025,2068.622892,317.3725822,100.5,39.55634892,5,Doctor
697.0572635,182.3806855,253.2138958,2010.186947,288.7431458,89.5,37.89949477,4,Doctor
697.2505033,162.9557916,283.6176303,2278.88596,311.0509805,94,38.14213538,5,Doctor
702.7120456,280.9390293,207.8117372,2346.257236,165.8202314,97,42.14213538,3,Doctor
703.1466862,316.2788218,210.8991101,2384.284017,287.6061415,99.5,41.55634892,4,Doctor
697.9427453,296.1808846,135.1737337,2196.022322,213.1844077,55,28.48528123,3,Doctor
689.6557971,396.7561654,55.21775077,2251.002961,86.63224679,34,21.65685415,1,Doctor
698.8376122,292.4826274,125.1060901,2236.122908,247.5872349,59,29.31370831,3,Doctor
696.5012508,282.1319028,100.2337615,2857.075461,241.2629253,1404.5,219.4385983,3,Doctor
715.565086,326.0399025,175.9542842,2646.862014,194.4299716,40,23.65685415,3,Doctor
691.6412496,407.0751782,27.78488798,1736.310736,40.05915248,65.5,30.72792184,1,Doctor
703.0540567,319.2523115,152.7129621,2032.62051,90.43960638,128.5,43.5563488,2,Doctor
706.1637277,353.188487,147.8069758,2408.990472,89.63914182,125.5,42.38477612,2,Doctor
686.2241065,321.0501937,146.3710603,2568.750898,83.18167547,106.5,39.5563488,2,Doctor
694.0347909,347.7366754,146.3789338,1909.069289,89.70841511,156,48.14213526,2,Doctor
705.2696715,345.558716,147.3120158,2154.121299,108.235229,254.5,69.69848406,2,Doctor
707.765594,352.3851522,104.097944,2341.329081,127.6222146,252.5,72.5269109,2,Doctor
706.2530437,315.1987575,206.9811648,1833.284796,178.1931591,202.5,56.87005699,3,Doctor
704.805407,399.1256036,163.9509304,2024.158711,157.9146653,155.5,50.04163003,3,Doctor
697.5088872,310.9069469,199.6488097,2359.972494,203.6417491,131,46.62741673,3,Doctor
700.6263584,334.4122794,152.2911386,2122.765146,93.49880059,122,45.45584381,2,Doctor
695.6964442,326.6977496,204.8914733,2074.616739,183.7854794,105,41.79898953,3,Doctor
686.1579162,317.6918892,165.2976131,2162.853985,208.6612088,111,42.62741661,3,Doctor
689.332843,336.8112477,202.3426831,2111.353328,187.5151276,99,39.79898942,3,Doctor
690.7047683,356.694082,150.6862673,2312.46626,89.16650289,101,39.79898965,2,Doctor
695.4370268,351.0983515,106.8295547,2205.935872,140.0426505,110.5,43.21320295,2,Doctor
701.1383431,327.0082304,199.5471853,2539.303536,195.3068564,113.5,43.21320295,3,Doctor
711.5086676,318.9577418,147.8299678,2332.755945,217.1023475,119,44.62741661,3,Doctor
684.0986002,355.4567313,147.9070391,2375.792672,108.3655011,120.5,45.21320307,2,Doctor
713.7125595,241.7013602,274.8032575,2199.68958,255.2204431,118,43.79898942,4,Doctor
677.6051065,361.1673416,101.3529213,2353.934709,120.4000728,102,40.97056246,2,Doctor
684.2189774,383.3154799,84.58760796,2782.560061,120.2568957,115,43.79898942,2,Doctor
703.6081183,293.2090114,213.7923734,2298.337424,165.9105418,116.5,43.21320307,3,Doctor
674.5481092,347.498128,153.2247155,2742.727927,90.61891056,119.5,43.21320295,2,Doctor
709.9081379,252.6631075,179.4858816,2530.571328,303.6126928,118.5,44.38477588,4,Doctor
689.7312592,215.6728676,290.2575944,2321.766843,271.5079726,131,46.62741625,4,Doctor
702.7269191,280.498587,210.5912433,2315.198787,157.5012848,117,43.7989893,3,Doctor
697.3664834,217.3889586,323.826684,2527.046951,324.6594747,122,44.62741625,5,Doctor
681.1032905,309.2528614,163.1533187,2086.736954,191.4435226,122,45.79898942,3,Doctor
676.2290025,309.3667434,210.1520415,2293.822846,149.7619909,128,45.79898953,3,Doctor
680.4855868,354.5263836,95.91419748,2396.36797,157.1797703,121.5,44.38477576,3,Doctor
680.3121895,290.23257,179.8103399,2524.611639,220.8226111,104.5,41.55634892,4,Doctor
685.7143039,255.4239183,194.3969978,2290.016847,300.6115445,112.5,42.38477576,5,Doctor
666.534124,175.721772,287.0160628,2392.275562,383.5982482,111.5,42.384776,6,Doctor
665.9373196,202.949911,286.4994355,2631.57116,292.2072255,110,41.79898942,5,Doctor
691.0269439,251.1423036,173.3426065,1990.447472,149.9424461,95,38.97056234,3,Doctor
649.8902945,353.8919259,102.0948516,2386.52136,145.118949,92,36.97056246,3,Doctor
655.5693507,282.2411916,229.4136687,1978.952297,164.8777913,105.5,40.38477612,4,Doctor
662.7870952,181.8333621,247.0191153,2168.645893,320.1699167,0,2,5,Doctor
660.8923925,283.5681167,197.9570453,2060.794264,122.7666058,45.5,25.07106769,3,Doctor
667.6497136,258.2233659,175.0122369,2699.010496,251.4310733,2.5,8.242640615,4,Doctor
670.6019672,223.0141758,236.0719496,2322.607361,250.1039376,1443.5,190.9533173,4,Doctor
660.2702162,157.6995289,246.4368467,2361.161955,311.2093427,0,0,5,Doctor
673.7321784,219.9952926,251.0463527,2287.5698,334.3833475,1251.5,174.1248904,5,Doctor
659.5814762,263.8932571,223.8053485,2090.604449,170.0810952,34,21.65685415,4,Doctor
667.974282,307.3085163,170.2140136,2595.655329,214.5345123,1170.5,146.8111818,4,Doctor
655.5735615,369.2548492,113.1967596,2220.096338,128.9663322,1407.5,184.9533174,3,Doctor
668.5253206,331.411534,116.5835801,2741.285277,148.5633953,1374,189.88225,3,Doctor
665.6014394,329.7797234,144.7010685,2099.85389,181.7852374,101,38.14213526,3,Doctor
677.109227,252.5679792,193.7865211,2221.708556,221.0632622,132.5,46.04163003,3,Doctor
680.7194671,299.2146728,156.0193582,2145.736974,146.2955621,130.5,45.21320283,3,Doctor
677.503186,181.1344697,259.2434744,2468.572468,306.6454805,112,40.97056222,5,Doctor
685.8677162,247.1281523,214.3869529,2546.625884,314.9922332,108.5,40.38477588,5,Doctor
666.5940821,195.5407794,204.7237671,2397.158196,341.5425172,113.5,42.384776,5,Doctor
681.5786685,371.8125421,103.3404934,2684.746736,134.1512409,110.5,40.38477588,3,Doctor
687.5650174,178.4570505,316.7878403,2508.681911,272.4473938,110.5,40.38477576,5,Doctor
678.5608764,224.3683922,270.4676005,2326.943369,199.1602423,93.5,36.72792184,4,Doctor
674.6920558,302.7488351,213.7131817,2268.635732,206.2313014,95,38.14213538,4,Doctor
687.9677535,292.4073758,228.767736,2124.622906,176.2586784,100.5,38.38477576,4,Doctor
681.2080098,381.6341666,92.38207203,2188.714956,66.55424088,111,40.97056246,2,Doctor
676.0474618,244.3268235,173.8344011,1696.457018,232.2852042,0,8,3,Doctor
677.7906316,295.6345591,211.7362051,1866.451976,158.4262897,34,21.65685415,3,Doctor
697.5506672,266.1423157,279.793941,2356.58982,246.3241559,24514,1500.288446,4,Doctor
677.1084222,207.5714019,203.0044105,1904.225653,226.2302357,0.5,3.414213538,3,Doctor
693.5595172,222.398378,286.8810671,2172.278278,242.596791,34,21.65685415,4,Doctor
707.6676317,253.594207,254.793309,1926.622884,192.4944557,34,21.65685415,3,Doctor
695.7268929,227.0197974,226.4517672,1729.713863,241.699147,2027,198.2253957,3,Doctor
697.2559899,293.6379075,209.4924016,2547.484079,164.1481557,46,25.65685415,3,Doctor
685.4554848,314.0855449,129.0347411,2338.512897,204.3819073,2107,225.1959579,3,Doctor
695.5118397,307.9045145,204.0873784,2128.20416,190.9352358,34,21.65685415,3,Doctor
696.8108275,323.3491706,144.6105052,1842.109301,223.0556894,2145,244.5096664,3,Doctor
696.5351503,193.562923,272.0364286,2225.693025,411.8212624,2064,229.5391039,6,Doctor
695.2845017,299.6906946,203.5050212,2413.876606,181.9463969,24249,1424.004176,3,Doctor
686.3027544,290.7398848,124.2217599,1835.939584,237.0260029,10,18.82842708,3,Doctor
694.4214522,307.392631,203.8579985,2179.102228,186.8598664,34,21.65685415,3,Doctor
700.8749272,203.2236586,272.6974268,1771.306019,377.0882994,1950,208.3675308,5,Doctor
686.9913468,294.3721268,100.1049732,1917.430253,132.1216967,0,2,2,Doctor
689.5608644,267.3006214,203.0039088,2490.088315,194.015541,46,25.65685415,3,Doctor
686.4361356,309.4182732,206.5892399,2183.989686,175.3296755,44,24.48528123,3,Doctor
682.9982385,312.8893781,188.2170445,2343.883875,178.7131786,58,28.48528123,3,Doctor
677.7978175,280.8346415,188.2810466,1968.25544,190.4503956,46,25.65685415,3,Doctor
677.1297795,214.640772,230.8775466,2495.16669,349.2785907,1808.5,204.9533178,5,Doctor
682.8820555,208.7162654,220.8514227,2444.844629,260.131452,1526.5,175.7817445,4,Doctor
663.9445215,195.8849327,258.4158661,2172.149369,308.5639271,1394.5,175.7817434,5,Doctor
669.2817328,294.3031892,154.1939654,2088.987466,182.7378659,1528,182.0243852,3,Doctor
675.1794951,204.3755263,237.4640445,2250.913407,260.2936096,1623.5,181.5807341,4,Doctor
691.3952976,176.4989729,251.2194748,1934.894886,368.2060712,1372.5,166.1248899,5,Doctor
684.6717542,209.457367,242.8757756,2214.122328,260.1930684,1550,180.3675305,4,Doctor
694.1913419,226.9841541,238.4134072,2355.318129,283.334553,1907,234.6518011,4,Doctor
696.2733186,188.9695165,302.8235441,1825.294746,263.9413324,46,25.65685415,4,Doctor
688.6400914,192.7370012,240.4364499,2001.631898,276.0732021,1591.5,182.9533175,4,Doctor
677.161691,186.5639072,230.3453056,2226.190398,282.0363817,1766.5,217.4385983,4,Doctor
695.8048368,211.3882072,237.2012364,2797.7392,285.3697109,0,0,4,Doctor
687.6899074,190.5397343,260.1129193,1878.748921,271.1079414,1682,184.3675311,4,Doctor
684.8748262,273.8240287,146.6895465,2020.350414,206.6836203,2147,284.6518015,3,Doctor
697.8882511,196.0907705,225.768927,2413.248947,283.1892522,0,0,4,Doctor
699.9158823,227.0698802,234.6630296,2495.671863,296.1830043,0,0,4,Doctor
687.9111126,238.8217326,252.2841114,2726.094009,275.1321336,1960,249.3380934,4,Doctor
673.0787919,199.3715658,227.0436774,1814.343146,296.114424,0,0,4,Doctor
688.1718349,195.6035167,241.586118,2360.659695,288.7838096,1881.5,220.6101714,4,Doctor
674.1848444,190.1736187,295.116022,1809.861825,240.6447328,40,23.65685415,4,Doctor
674.1003059,267.8295705,203.0789265,1827.551614,184.0486404,62,30.48528123,3,Doctor
697.3335367,177.6730525,238.1694757,2289.967261,378.1076327,1788,186.3675307,5,Doctor
691.3967931,325.6147884,106.7463804,2345.233385,117.546228,12.5,21.89949465,2,Doctor
677.5685678,295.57263,192.8169332,2073.55589,165.0881732,56,28.48528123,3,Doctor
672.8135634,177.4782791,280.2322911,2101.928434,357.1200923,0,0,5,Doctor
679.6031115,293.5207198,142.2255623,2012.603636,211.2646145,2003,196.7106766,3,Doctor
696.6600228,211.2382685,256.0209635,2534.177379,351.5302214,1864,197.1959578,5,Doctor
691.6172383,392.2417342,82.73575292,2797.649252,118.9797342,2,6,2,Doctor
686.9924924,294.5278262,148.3917204,2136.558873,228.0342025,2026.5,211.7817451,3,Doctor
687.4317369,169.5875473,294.4108797,2483.46804,358.6526683,183.5,53.5563488,5,Doctor
674.7519515,226.4026261,198.5474204,2446.596645,303.0078948,2223,244.5096658,4,Doctor
687.2082566,285.8528143,153.8063413,2472.520592,217.0277056,2049,207.5391041,3,Doctor
684.9705892,236.995389,260.0192925,2320.735732,288.200914,127.5,47.5563488,4,Doctor
684.8516455,318.0932505,145.7107095,1995.831497,102.2553121,66,30.48528111,2,Doctor
690.3994598,285.8394432,200.9458608,2064.814266,211.5034299,64.5,29.89949477,3,Doctor
696.8292724,291.5178451,204.9315477,2173.233377,179.2910032,40,23.65685415,3,Doctor
714.3568454,284.4756759,185.732387,2221.267878,180.8449754,60.5,29.07106769,3,Doctor
704.0842108,286.8007917,203.4755856,2047.786482,203.2744022,46,25.65685415,3,Doctor
666.9978501,277.4971394,184.7705654,1660.548031,187.305844,34,21.65685415,3,Doctor
641.4959836,301.1984733,201.1070049,2453.667061,194.6977268,12.5,16.24264061,3,Doctor
641.6176123,250.4805298,234.7206097,1838.143673,299.5407903,47,25.65685415,4,Doctor
697.169239,290.3970174,123.9677377,2031.86253,44.80852718,34,21.65685415,1,Doctor
701.642346,297.870122,213.4992476,2041.862414,233.2098978,5.5,9.414213538,4,Doctor
633.551441,254.6412627,198.1682145,2170.116795,211.0617605,11,12.82842708,3,Doctor
471.5241813,294.9388794,0,1414.99902,0,10087,546.8427066,0,This
470.638257,304.6307161,0,1411.080431,0,10169.5,567.7716384,0,This
445.8419338,264.9735046,6.32455532,1400.398523,86.67748113,40,23.65685415,1,This
452.5795349,279.304063,0,1364.212794,0,10324.5,549.7716389,0,This
441.2961562,277.9648723,11.18033989,1427.256801,71.28638153,10043,565.8721442,1,This
455.0547244,297.5606193,0,1594.811974,0,10143.5,555.7716396,0,This
453.0940449,306.0574891,0,1520.872903,0,10267.5,566.1147845,0,This
459.4322257,292.3021277,0,1682.956224,0,10344.5,549.7716398,0,This
462.3873588,285.1556313,0,1689.425556,0,10291,546.3574257,0,This
454.5313561,276.2810271,0,1462.178043,0,10223,559.1858521,0,This
462.2515651,296.9364853,11.40175425,1525.796378,56.33849369,10122,576.499561,1,This
455.8743808,283.4014005,0,1600.993129,0,10184.5,543.4284931,0,This
451.2538461,273.8660382,0,1355.104569,0,10230.5,545.4284933,0,This
448.9207592,276.0948939,20.22374842,1167.431184,81.51055677,9989,572.7005718,1,This
447.2199609,277.7228609,0,1486.582491,0,10289,554.4995602,0,This
462.7912562,280.0573044,0,1551.539237,0,10204.5,558.6000664,0,This
454.8218884,283.6507346,0,1688.440846,0,10090,544.4995604,0,This
437.1750759,282.4427791,0,1351.441701,0,10061,552.3574253,0,This
448.3210597,275.8157263,0,1205.035917,0,10201.5,544.6000655,0,This
439.0221279,264.9567054,0,1300.843959,0,9977.5,536.1147854,0,This
434.7339547,286.625325,0,1762.73068,0,9911,530.3574253,0,This
436.5716857,242.916258,77.07788269,1282.247708,88.98839401,69.5,33.07106769,1,This
444.0327173,291.7211302,0,1095.927675,0,9840,549.0437168,0,This
459.8049943,270.2450326,0,1456.952814,0,9971,543.1858521,0,This
448.5340927,287.7519561,8.246211251,1106.565358,79.05942975,10037,567.5289981,1,This
453.8057379,279.0130152,0,1080.710398,0,10214,557.5289987,0,This
449.4035968,282.7937639,0,1171.024231,0,10230,548.7005709,0,This
455.3984893,283.8575794,0,1149.70277,0,10087,551.8721446,0,This
444.8009663,283.2641985,0,1232.96305,0,10036,551.8721439,0,This
446.5314207,286.1979129,0,1393.507941,0,9691.5,543.2863584,0,This
450.2207626,254.1674988,0,1654.553367,0,9650.5,526.8010759,0,This
439.9184909,278.0065163,0,1191.366913,0,9607.5,536.4579312,0,This
433.2473424,289.2908168,0,1292.744676,0,9507,541.7300085,0,This
444.2427267,286.9498092,0,1550.947102,0,9474,529.8721437,0,This
420.0478208,265.031408,0,1350.987066,0,9393.5,531.1442235,0,This
439.1022173,267.4371752,0,1406.328009,0,9482,514.0731544,0,This
429.6944265,304.5275545,0,1114.187425,0,9625,525.2447278,0,This
424.5167483,264.8244426,0,1373.780786,0,9385.5,503.3452322,0,This
409.8443794,253.9225223,0,1384.391555,0,9267.5,500.5168068,0,This
402.5115515,247.7966013,0,1562.667014,0,8989.5,487.2030979,0,This
385.056313,237.4104759,0,1071.343727,0,0,2,0,This
400.2968009,253.764038,0,1347.793415,0,9104.5,481.889389,0,This
391.3446891,251.7903553,0,1370.569559,0,9083,482.4751761,0,This
411.8782868,255.1452325,0,1477.398958,0,9149.5,484.7178167,0,This
399.8625108,232.4702105,0,1240.438741,0,9265,488.6173108,0,This
400.1260458,211.0755411,0,1250.014732,0,0.5,3.414213538,0,This
398.7371664,215.122391,0,1258.796638,0,9685.5,494.374671,0,This
408.1804968,241.9724175,0,1409.412802,0,9711.5,496.5168066,0,This
423.5636905,182.0711648,0,1800.589191,0,9804.5,503.2030977,0,This
406.9290718,201.8234644,0,1421.082868,0,1,4,0,This
409.9756368,189.3373097,0,1406.875396,0,9879,509.3036025,0,This
385.5290376,199.5099337,0,1296.41963,0,9854.5,509.060962,0,This
427.0196661,199.535757,0,1607.260773,0,0.5,3.414213538,0,This
412.8956409,224.4490162,0,1415.279304,0,10011.5,508.0315251,0,This
421.3685396,185.166765,0,1659.151615,0,21.5,25.07106769,0,This
430.1069072,230.7067086,0,1358.771427,0,9933,521.788884,0,This
410.3063718,205.3584585,0,1305.494897,0,9967,518.6173111,0,This
405.0374449,178.0072409,0,1494.633003,0,9959.5,520.717816,0,This
408.9420275,168.3560578,0,1270.064771,0,9996.5,514.7178166,0,This
392.2843779,161.464057,0,1106.2294,0,9888.5,508.0315245,0,This
384.2298239,162.4327323,0,1221.327293,0,9746.5,502.8599522,0,This
397.1561029,196.3822703,0,1316.393658,0,9892,513.7888837,0,This
426.2259736,164.9649698,0,1115.678081,0,9718,523.4457389,0,This
393.5860926,190.2601726,0,1355.794955,0,9689.5,513.2030977,0,This
402.9388213,194.5381996,0,1254.275998,0,9635.5,508.8599521,0,This
409.6050383,224.1233966,0,1405.169214,0,9613.5,500.7178162,0,This
408.6162167,206.4002642,8.602325267,1859.206593,54.48994629,9400,509.7888845,1,This
401.8548755,237.3472123,0,1400.213055,0,9267,493.4457384,0,This
400.8781696,236.3767826,0,1579.09015,0,9088.5,497.5462431,0,This
411.701725,262.3464107,0,1428.256694,0,9040.5,499.5462434,0,This
411.9210846,249.7795666,0,1168.369841,0,8958,489.3036027,0,This
408.0279491,268.4293862,0,1036.467933,0,46,25.65685415,0,This
406.624504,261.6225305,14.14213562,1280.787233,81.91142325,8890.5,498.3746705,1,This
395.6027837,230.8561865,0,1244.922851,0,8757,481.7888849,0,This
395.8506336,223.3022146,0,1446.072394,0,8797,478.9604566,0,This
385.2633497,194.9221834,0,1176.084706,0,8860.5,479.203097,0,This
404.2594452,221.4354649,8.062257748,1193.627068,66.9024959,8518,501.646749,1,This
415.9486051,256.20692,0,1308.874,0,8950.5,490.0315248,0,This
411.4878429,243.7985125,0,1483.795082,0,8853.5,496.1736596,0,This
435.3265433,281.7686922,0,1093.49966,0,9313.5,532.1147852,0,This
